Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale
Hoppers Crossing,8 Hayden St,3,h,492000.0,S,YPA,2017-05-27,18.4,3029,3,1,1,581.0,126.0,Wyndham,-37.87711,144.68825,Western Metropolitan,13830,18.0,-0.6435643564356436,5,47,5
Hoppers Crossing,10 Kelwin Ct,4,h,680000.0,VB,hockingstuart,2017-05-27,18.4,3029,4,2,3,800.0,158.0,Wyndham,-37.87051,144.7141,Western Metropolitan,13830,15.8,-0.6701461377870563,5,27,5
Hoppers Crossing,7 Lisa Ct,4,h,472000.0,S,Barry,2017-05-27,18.4,3029,4,2,2,546.0,126.0,Wyndham,-37.85146,144.67109,Western Metropolitan,13830,12.6,-0.625,5,47,5
Hoppers Crossing,38 MacEdon St,3,h,442500.0,S,Greg,2017-05-27,18.4,3029,3,1,2,537.0,121.84,Wyndham,-37.87016,144.70606,Western Metropolitan,13830,17.405714285714286,-0.6301378179831217,5,37,5
Hughesdale,1/7 Dalston Rd,3,u,1203500.0,S,Ray,2017-05-27,12.3,3166,3,2,2,311.0,127.0,Monash,-37.89829,145.08141,Southern Metropolitan,3145,15.875,-0.4200913242009132,5,17,5
Hughesdale,198 Poath Rd,3,h,1250000.0,VB,hockingstuart,2017-05-27,12.3,3166,3,1,2,603.0,126.0,Monash,-37.90192,145.0756,Southern Metropolitan,3145,18.0,-0.654320987654321,5,47,5
Ivanhoe,128 Green St,3,h,1475000.0,S,Nelson,2017-05-27,7.8,3079,3,1,2,424.0,114.0,Banyule,-37.76353,145.02941,Eastern Metropolitan,5549,16.285714285714285,-0.5762081784386617,5,67,5
Ivanhoe East,8 Carmichael St,3,h,1640000.0,S,Nelson,2017-05-27,7.8,3079,3,1,2,617.0,158.0,Banyule,-37.77212,145.05813,Eastern Metropolitan,1554,22.571428571428573,-0.5922580645161291,5,87,5
Jacana,7 Bessell Ct,3,h,590500.0,S,YPA,2017-05-27,14.0,3047,3,1,1,708.0,90.0,Hume,-37.68825,144.91484,Northern Metropolitan,851,12.857142857142858,-0.7744360902255639,5,57,5
Keilor,3 Gerona St,3,h,895000.0,S,O'Brien,2017-05-27,14.5,3036,3,1,1,589.0,157.0,Brimbank,-37.7143,144.8315,Western Metropolitan,2339,22.428571428571427,-0.579088471849866,5,52,5
Keilor Downs,43 Tarella Dr,4,h,790000.0,S,Nelson,2017-05-27,15.5,3038,4,2,3,696.0,126.0,Brimbank,-37.72394,144.8147,Western Metropolitan,3656,12.6,-0.6934306569343066,5,37,5
Keilor East,5 Carey Ct,3,h,825000.0,S,Barry,2017-05-27,11.7,3033,3,1,0,534.0,126.0,Moonee Valley,-37.7444,144.86123999999995,Western Metropolitan,5629,18.0,-0.6181818181818182,5,52,5
Keilor East,10 Cecelia Dr,3,h,806000.0,S,Barry,2017-05-27,11.7,3033,3,2,4,546.0,126.0,Moonee Valley,-37.74761,144.8521,Western Metropolitan,5629,15.75,-0.625,5,47,5
Keilor East,92 Sterling Dr,4,h,698000.0,S,Nelson,2017-05-27,11.7,3033,4,2,2,535.0,126.0,Moonee Valley,-37.74083,144.85545,Western Metropolitan,5629,12.6,-0.6187594553706506,5,47,5
Keilor Park,55 Erebus St,3,h,752500.0,S,Nelson,2017-05-27,10.4,3042,3,2,1,468.0,144.0,Brimbank,-37.72203,144.85994,Western Metropolitan,1119,18.0,-0.5294117647058824,5,47,5
Kensington,205/72 Altona St,1,u,400000.0,SP,Edward,2017-05-27,3.4,3031,1,1,1,0.0,56.0,Melbourne,-37.79741,144.92614,Northern Metropolitan,5263,18.666666666666668,1.0,5,9,5
Kensington,2 Smith St,1,t,715000.0,S,Nelson,2017-05-27,3.4,3031,1,1,0,91.0,126.0,Melbourne,-37.7914,144.93076000000005,Northern Metropolitan,5263,42.0,0.16129032258064516,5,11,5
Kew,29 Denmark St,3,h,1300000.0,SP,Biggin,2017-05-27,5.4,3101,3,1,2,257.0,126.0,Boroondara,-37.81176,145.02807,Southern Metropolitan,10331,18.0,-0.34203655352480417,5,97,5
Kew,4/863 Glenferrie Rd,3,u,660000.0,S,Jellis,2017-05-27,5.4,3101,3,1,1,1096.0,126.0,Boroondara,-37.81207,145.0371,Southern Metropolitan,10331,18.0,-0.7937806873977087,5,47,5
Kew,35 Thornton St,4,h,2425000.0,PI,Jellis,2017-05-27,5.4,3101,4,3,1,638.0,126.0,Boroondara,-37.80719000000001,145.02248,Southern Metropolitan,10331,11.454545454545455,-0.6701570680628273,5,47,5
Kew,1/125 Walpole St,2,t,825000.0,S,Jellis,2017-05-27,5.4,3101,2,1,3,193.0,107.0,Boroondara,-37.79438,145.03368999999995,Southern Metropolitan,10331,21.4,-0.2866666666666667,5,22,5
Kew,6/62 Walpole St,2,u,682000.0,S,Nelson,2017-05-27,5.4,3101,2,1,1,0.0,80.0,Boroondara,-37.80154,145.03258,Southern Metropolitan,10331,16.0,1.0,5,47,5
Kew,4 Weir St,5,h,3200500.0,S,Kay,2017-05-27,5.4,3101,5,2,2,842.0,126.0,Boroondara,-37.80469,145.05213,Southern Metropolitan,10331,10.5,-0.7396694214876033,5,47,5
Kew,117A Willsmere Rd,3,h,1110000.0,PI,Ray,2017-05-27,5.4,3101,3,2,2,200.0,126.0,Boroondara,-37.7948,145.0364,Southern Metropolitan,10331,15.75,-0.22699386503067484,5,47,5
Kew East,9 Hartwood St,4,h,2258000.0,S,Jellis,2017-05-27,7.3,3102,4,1,2,836.0,173.0,Boroondara,-37.79702,145.05352,Southern Metropolitan,2671,19.22222222222222,-0.6570862239841427,5,107,5
Kew East,84 Westbrook St,3,h,1650000.0,VB,Noel,2017-05-27,7.3,3102,3,3,1,204.0,126.0,Boroondara,-37.7927,145.05348999999995,Southern Metropolitan,2671,14.0,-0.23636363636363636,5,47,5
Keysborough,19 The Strand,4,h,1250000.0,S,Buxton,2017-05-27,25.2,3173,4,2,2,560.0,305.0,Greater Dandenong,-38.00512,145.14935,South-Eastern Metropolitan,8459,30.5,-0.2947976878612717,5,12,5
Kings Park,13 Camelia St,5,h,520000.0,SP,Ray,2017-05-27,14.0,3021,5,2,3,545.0,171.0,Brimbank,-37.7323,144.77861,Western Metropolitan,2878,14.25,-0.5223463687150838,5,45,5
Knoxfield,8 Markhill Pl,4,h,1218000.0,S,Ray,2017-05-27,23.3,3180,4,2,2,900.0,281.0,Knox,-37.87695,145.2547,Eastern Metropolitan,2949,28.1,-0.5241320914479255,5,23,5
Knoxfield,8 Mistletoe Cl,4,h,1010000.0,S,Noel,2017-05-27,23.3,3180,4,2,2,620.0,126.0,Knox,-37.88308,145.24953,Eastern Metropolitan,2949,12.6,-0.6621983914209115,5,47,5
Lalor,3/103 Cyprus St,2,u,383000.0,S,Harcourts,2017-05-27,16.3,3075,2,1,2,138.0,126.0,Whittlesea,-37.67527000000001,145.02775,Northern Metropolitan,8279,25.2,-0.045454545454545456,5,47,5
Lalor,1 Kent Rd,3,h,600000.0,S,Ray,2017-05-27,16.3,3075,3,2,2,534.0,121.0,Whittlesea,-37.67323,145.03976,Northern Metropolitan,8279,15.125,-0.6305343511450382,5,37,5
Lalor,61 McKimmies Rd,3,h,487000.0,S,Love,2017-05-27,16.3,3075,3,1,1,533.0,160.0,Whittlesea,-37.67605,145.03956000000005,Northern Metropolitan,8279,22.857142857142858,-0.5382395382395382,5,47,5
Lalor,13 Rosemary Dr,3,h,572000.0,S,Love,2017-05-27,16.3,3075,3,1,2,640.0,140.0,Whittlesea,-37.6591,145.00548999999995,Northern Metropolitan,8279,20.0,-0.6410256410256411,5,42,5
Lower Plenty,4/38 Alma St,2,u,650000.0,PI,Morrison,2017-05-27,14.6,3093,2,2,2,248.0,120.0,Banyule,-37.72473,145.11657,Eastern Metropolitan,1624,20.0,-0.34782608695652173,5,22,5
Maidstone,1 Gilda St,3,h,793000.0,S,hockingstuart,2017-05-27,6.4,3012,3,1,2,417.0,126.0,Maribyrnong,-37.78867,144.87397,Western Metropolitan,3873,18.0,-0.5359116022099447,5,47,5
Malvern,10 Horace St,4,h,2775000.0,PI,Marshall,2017-05-27,5.9,3144,4,2,2,510.0,126.0,Stonnington,-37.863,145.03946000000005,Southern Metropolitan,4675,12.6,-0.6037735849056604,5,47,5
Malvern,13 Nicholls St,3,h,1700000.0,PI,Jellis,2017-05-27,5.9,3144,3,2,0,312.0,141.0,Stonnington,-37.86162,145.03065,Southern Metropolitan,4675,17.625,-0.37748344370860926,5,97,5
Malvern East,3/1 Grant St,3,t,1060000.0,S,Jellis,2017-05-27,8.4,3145,3,1,1,206.0,110.0,Stonnington,-37.87107,145.04991,Southern Metropolitan,8801,15.714285714285714,-0.3037974683544304,5,37,5
Malvern East,76 Manning Rd,4,h,2400000.0,S,Marshall,2017-05-27,8.4,3145,4,2,0,589.0,126.0,Stonnington,-37.87391,145.05562,Southern Metropolitan,8801,12.6,-0.6475524475524476,5,47,5
Maribyrnong,21/9 Fabian Ct,2,u,530000.0,S,hockingstuart,2017-05-27,4.3,3032,2,1,1,81.0,88.0,Maribyrnong,-37.77323,144.89268,Western Metropolitan,4918,17.6,0.04142011834319527,5,37,5
Maribyrnong,107 Gatehouse Pl,2,u,450000.0,SP,Raine,2017-05-27,4.3,3032,2,1,1,0.0,93.0,Maribyrnong,-37.77296,144.88057,Western Metropolitan,4918,18.6,1.0,5,77,5
Maribyrnong,22 The Grand,4,h,1510500.0,SP,Biggin,2017-05-27,4.3,3032,4,2,4,251.0,126.0,Maribyrnong,-37.7839,144.89431000000005,Western Metropolitan,4918,12.6,-0.33156498673740054,5,47,5
Maribyrnong,18/4 Wests Rd,2,u,353000.0,S,Biggin,2017-05-27,4.3,3032,2,1,1,4977.0,79.0,Maribyrnong,-37.77367,144.88161000000005,Western Metropolitan,4918,15.8,-0.96875,5,17,5
McKinnon,77 Nicholson St,2,h,1250000.0,SP,McGrath,2017-05-27,11.4,3204,2,1,2,368.0,126.0,Glen Eira,-37.91304,145.0373,Southern Metropolitan,2397,25.2,-0.4898785425101215,5,97,5
McKinnon,75 Wright St,5,h,2300000.0,S,Hodges,2017-05-27,11.4,3204,5,2,2,904.0,126.0,Glen Eira,-37.91074,145.03068000000005,Southern Metropolitan,2397,10.5,-0.7553398058252427,5,47,5
Melbourne,1814/250 Elizabeth St,2,u,720000.0,S,Harcourts,2017-05-27,0.0,3000,2,1,1,0.0,86.0,Melbourne,-37.81267,144.96273,Northern Metropolitan,17496,17.2,1.0,5,41,5
Melton,14 Musk Ct,3,h,295000.0,SP,PRDNationwide,2017-05-27,31.7,3337,3,1,4,600.0,122.86,Melton,-37.68734,144.58001000000004,Western Victoria,3600,17.55142857142857,-0.660072489832056,5,42,5
Melton South,3 Francis St,4,h,347500.0,S,hockingstuart,2017-05-27,29.8,3338,4,2,1,587.0,149.0,Melton,-37.69392,144.57468,Western Victoria,4718,14.9,-0.595108695652174,5,27,5
Melton West,3 Becker Cl,3,h,410000.0,S,Reliance,2017-05-27,31.7,3337,3,2,2,740.0,119.0,Melton,-37.68052,144.55106,Northern Victoria,6065,14.875,-0.7229336437718277,5,32,5
Mentone,5A Elizabeth St,3,t,1010000.0,S,Buxton,2017-05-27,20.0,3194,3,1,2,309.0,126.0,Kingston,-37.98009,145.06118,South-Eastern Metropolitan,6162,18.0,-0.4206896551724138,5,47,5
Mentone,1 Rogers St,5,h,1485000.0,S,Greg,2017-05-27,20.0,3194,5,2,2,720.0,174.0,Kingston,-37.98439000000001,145.06812,South-Eastern Metropolitan,6162,14.5,-0.610738255033557,5,42,5
Middle Park,89 Armstrong St,3,h,3750000.0,PI,Greg,2017-05-27,3.0,3206,3,2,1,411.0,126.0,Port Phillip,-37.85327,144.96223,Southern Metropolitan,2019,15.75,-0.5307262569832403,5,47,5
Middle Park,150 Page St,3,h,1750000.0,VB,Greg,2017-05-27,3.0,3206,3,2,0,138.0,155.0,Port Phillip,-37.84962,144.95856,Southern Metropolitan,2019,19.375,0.05802047781569966,5,132,5
Mill Park,3/84 Mill Park Dr,2,t,480750.0,S,Ray,2017-05-27,17.9,3082,2,1,1,114.0,92.0,Whittlesea,-37.67761,145.06132,Northern Metropolitan,10529,18.4,-0.10679611650485436,5,47,5
Mill Park,17 Winter Ct,5,h,725000.0,SP,Ray,2017-05-27,17.9,3082,5,2,2,574.0,126.0,Whittlesea,-37.66936,145.05413,Northern Metropolitan,10529,10.5,-0.64,5,47,5
Mitcham,5a Compton St,2,u,695000.0,S,Barry,2017-05-27,17.2,3132,2,1,1,300.0,90.0,Whitehorse,-37.80574,145.18832,Eastern Metropolitan,6871,18.0,-0.5384615384615384,5,6,5
Mitcham,27 Forster St,2,h,655000.0,S,Barry,2017-05-27,17.2,3132,2,1,4,446.0,82.0,Whitehorse,-37.81906,145.21253000000004,Eastern Metropolitan,6871,16.4,-0.6893939393939394,5,42,5
Mitcham,1/39 Harrison St,3,u,775000.0,SP,Jellis,2017-05-27,17.2,3132,3,1,2,208.0,110.0,Whitehorse,-37.8135,145.19972,Eastern Metropolitan,6871,15.714285714285714,-0.3081761006289308,5,42,5
Mitcham,1/10 Owen St,3,u,820000.0,VB,Noel,2017-05-27,17.2,3132,3,1,2,439.0,110.0,Whitehorse,-37.82596,145.1872,Eastern Metropolitan,6871,15.714285714285714,-0.599271402550091,5,57,5
Mitcham,10 Sunninghill Ct,4,h,990000.0,S,Ray,2017-05-27,17.2,3132,4,2,2,708.0,126.0,Whitehorse,-37.80601,145.20106,Eastern Metropolitan,6871,12.6,-0.697841726618705,5,47,5
Mitcham,14 Victory St,2,h,883000.0,S,Jellis,2017-05-27,17.2,3132,2,1,1,697.0,126.0,Whitehorse,-37.81808,145.2057,Eastern Metropolitan,6871,25.2,-0.6938031591737546,5,57,5
Mont Albert,72 Zetland Rd,4,h,1462000.0,S,Fletchers,2017-05-27,10.2,3127,4,2,0,420.0,126.0,Whitehorse,-37.81788,145.11453999999995,Eastern Metropolitan,2079,12.6,-0.5384615384615384,5,107,5
Montmorency,12 Aanensen Ct,3,h,1130000.0,S,Barry,2017-05-27,16.2,3094,3,2,2,842.0,126.0,Banyule,-37.72096,145.12948,Eastern Metropolitan,3891,15.75,-0.7396694214876033,5,47,5
Montmorency,3/50 Airlie Rd,3,t,960000.0,S,Barry,2017-05-27,16.2,3094,3,2,2,397.0,126.0,Banyule,-37.72331,145.11909,Eastern Metropolitan,3891,15.75,-0.5181644359464627,5,14,5
Montmorency,30 Astley St,4,h,1050000.0,S,Buckingham,2017-05-27,16.2,3094,4,2,1,973.0,126.0,Banyule,-37.72082,145.12027,Eastern Metropolitan,3891,12.6,-0.7707006369426752,5,47,5
Montmorency,35 Astley St,3,h,900000.0,S,Barry,2017-05-27,16.2,3094,3,1,1,575.0,138.0,Banyule,-37.72089,145.11987,Eastern Metropolitan,3891,19.714285714285715,-0.6129032258064516,5,37,5
Montmorency,21 Beattie St,3,h,806000.0,S,Barry,2017-05-27,16.2,3094,3,1,0,396.0,108.0,Banyule,-37.71665,145.11682,Eastern Metropolitan,3891,15.428571428571429,-0.5714285714285714,5,62,5
Montmorency,19 Davey Rd,3,h,1160000.0,S,Ray,2017-05-27,16.2,3094,3,2,1,1125.0,126.0,Banyule,-37.71541,145.11666,Eastern Metropolitan,3891,15.75,-0.7985611510791367,5,47,5
Montmorency,50 Kirwana Gr,3,h,700000.0,PI,Barry,2017-05-27,16.2,3094,3,1,3,615.0,126.0,Banyule,-37.72588,145.13443,Eastern Metropolitan,3891,18.0,-0.659919028340081,5,47,5
Montmorency,17 Virginia Ct,4,h,980000.0,S,Barry,2017-05-27,16.2,3094,4,3,2,701.0,300.0,Banyule,-37.71871,145.13558999999995,Eastern Metropolitan,3891,27.272727272727273,-0.4005994005994006,5,24,5
Mount Waverley,2/4 Clovelly Ct,4,t,1250800.0,S,Jellis,2017-05-27,14.2,3149,4,2,2,243.0,126.0,Monash,-37.86463,145.14283999999995,Eastern Metropolitan,13366,12.6,-0.3170731707317073,5,47,5
Mount Waverley,14 Gloucester St,4,h,1327000.0,S,Ray,2017-05-27,14.2,3149,4,3,2,768.0,126.0,Monash,-37.85896,145.11484,Eastern Metropolitan,13366,11.454545454545455,-0.7181208053691275,5,47,5
Mount Waverley,1/2 Gwynne St,2,u,670000.0,S,McGrath,2017-05-27,14.2,3149,2,1,1,296.0,126.0,Monash,-37.87128,145.13051000000004,Eastern Metropolitan,13366,25.2,-0.4028436018957346,5,47,5
Mount Waverley,3 Rowan Ct,3,h,1615000.0,S,Gary,2017-05-27,14.2,3149,3,1,2,1321.0,126.0,Monash,-37.88569,145.1438,Eastern Metropolitan,13366,18.0,-0.8258465791292329,5,47,5
Mount Waverley,14 Wadham Pde,4,h,1400000.0,S,Ray,2017-05-27,14.2,3149,4,3,2,668.0,126.0,Monash,-37.87118,145.12478000000004,Eastern Metropolitan,13366,11.454545454545455,-0.6826196473551638,5,47,5
Mount Waverley,4/1 Winbourne Rd,2,u,620000.0,S,Stockdale,2017-05-27,14.2,3149,2,1,1,190.0,126.0,Monash,-37.87677,145.11961000000005,Eastern Metropolitan,13366,25.2,-0.20253164556962025,5,47,5
Mulgrave,16 Morawa Dr,3,h,800000.0,S,Ray,2017-05-27,18.8,3170,3,2,2,324.0,126.0,Monash,-37.92783,145.19685,South-Eastern Metropolitan,7113,15.75,-0.44,5,47,5
Murrumbeena,217 Murrumbeena Rd,4,h,1540000.0,S,Woodards,2017-05-27,10.1,3163,4,2,2,589.0,199.0,Glen Eira,-37.90017,145.06435,Southern Metropolitan,4442,19.9,-0.4949238578680203,5,97,5
Murrumbeena,7/502 Neerim Rd,1,t,470000.0,S,Thomson,2017-05-27,10.1,3163,1,1,1,0.0,76.0,Glen Eira,-37.89018,145.06865,Southern Metropolitan,4442,25.333333333333332,1.0,5,17,5
Murrumbeena,9b Stewart St,3,u,1160000.0,S,Hodges,2017-05-27,10.1,3163,3,2,2,441.0,126.0,Glen Eira,-37.89706,145.07483,Southern Metropolitan,4442,15.75,-0.5555555555555556,5,47,5
Niddrie,1/27 Pearl St,3,t,715000.0,SP,Frank,2017-05-27,10.4,3042,3,1,1,178.0,126.0,Moonee Valley,-37.74731,144.88826,Western Metropolitan,2291,18.0,-0.17105263157894737,5,47,5
Niddrie,35 Spring St,4,h,1010000.0,S,Barry,2017-05-27,10.4,3042,4,2,2,650.0,126.0,Moonee Valley,-37.73327000000001,144.87482,Western Metropolitan,2291,12.6,-0.6752577319587629,5,47,5
Niddrie,13 The Avenue,3,h,980000.0,S,Nelson,2017-05-27,10.4,3042,3,1,2,577.0,126.0,Moonee Valley,-37.73521,144.87708999999995,Western Metropolitan,2291,18.0,-0.6415362731152204,5,47,5
Noble Park,26 Forster St,3,h,730000.0,S,iSell,2017-05-27,22.7,3174,3,1,4,695.0,130.0,Greater Dandenong,-37.96015,145.16618,South-Eastern Metropolitan,11806,18.571428571428573,-0.6848484848484848,5,54,5
Noble Park,6 Helen Ct,3,h,676000.0,SP,Leyton,2017-05-27,22.7,3174,3,1,1,587.0,114.2,Greater Dandenong,-37.96968,145.16832,South-Eastern Metropolitan,11806,16.314285714285713,-0.6742726754135767,5,57,5
Noble Park,13 Mather Rd,4,h,805000.0,S,C21,2017-05-27,22.7,3174,4,2,4,702.0,140.0,Greater Dandenong,-37.97412,145.18022,South-Eastern Metropolitan,11806,14.0,-0.667458432304038,5,37,5
Noble Park,25 Moodemere St,3,h,802000.0,S,C21,2017-05-27,22.7,3174,3,1,1,818.0,126.0,Greater Dandenong,-37.97712,145.17516,South-Eastern Metropolitan,11806,18.0,-0.7330508474576272,5,47,5
North Melbourne,72 Curzon St,2,h,1126000.0,SP,Nelson,2017-05-27,1.8,3051,2,1,0,114.0,65.0,Melbourne,-37.80248,144.94846,Northern Metropolitan,6821,13.0,-0.2737430167597765,5,107,5
North Melbourne,363 Dryburgh St,4,h,1746000.0,S,Jellis,2017-05-27,1.8,3051,4,2,0,149.0,126.0,Melbourne,-37.79722,144.94423999999995,Northern Metropolitan,6821,12.6,-0.08363636363636363,5,47,5
North Melbourne,4/8 Falshaws La,2,u,799000.0,S,Jellis,2017-05-27,1.8,3051,2,1,1,0.0,73.0,Melbourne,-37.79999,144.94961,Northern Metropolitan,6821,14.6,1.0,5,117,5
North Melbourne,357 Flemington Rd,3,h,1285000.0,PI,J,2017-05-27,1.8,3051,3,1,1,170.0,147.0,Melbourne,-37.79074,144.94324,Northern Metropolitan,6821,21.0,-0.07255520504731862,5,27,5
Northcote,205 Clarke St,3,h,1512000.0,S,Jellis,2017-05-27,5.3,3070,3,1,0,326.0,125.0,Darebin,-37.77664,144.99902,Northern Metropolitan,11364,17.857142857142858,-0.44567627494456763,5,112,5
Northcote,24 Henry St,4,h,2042000.0,S,Elite,2017-05-27,5.3,3070,4,1,0,566.0,126.0,Darebin,-37.77294000000001,144.9957,Northern Metropolitan,11364,14.0,-0.6358381502890174,5,47,5
Northcote,16 Thomson St,2,h,1260000.0,S,Jellis,2017-05-27,5.3,3070,2,1,1,234.0,126.0,Darebin,-37.78015,145.00777,Northern Metropolitan,11364,25.2,-0.3,5,117,5
Northcote,38 Whalley St,4,h,1650000.0,PI,McGrath,2017-05-27,5.3,3070,4,3,4,423.0,126.0,Darebin,-37.76969,145.00718,Northern Metropolitan,11364,11.454545454545455,-0.5409836065573771,5,47,5
Nunawading,3/7 Lilian St,3,t,1235000.0,S,Fletchers,2017-05-27,15.4,3131,3,3,2,338.0,28.0,Whitehorse,-37.82704,145.16801,Eastern Metropolitan,4973,3.111111111111111,-0.8469945355191257,5,47,5
Nunawading,23 Morden Ct,4,h,1570000.0,S,Jellis,2017-05-27,15.4,3131,4,2,1,746.0,126.0,Whitehorse,-37.82603,145.1721,Eastern Metropolitan,4973,12.6,-0.7110091743119266,5,47,5
Nunawading,2/324 Springfield Rd,3,u,777000.0,S,Barry,2017-05-27,15.4,3131,3,2,2,239.0,113.0,Whitehorse,-37.81359000000001,145.17574,Eastern Metropolitan,4973,14.125,-0.35795454545454547,5,3,5
Oak Park,12 Jessie St,3,h,972000.0,S,Brad,2017-05-27,11.2,3046,3,1,2,699.0,126.0,Moreland,-37.71579000000001,144.92231,Northern Metropolitan,2651,18.0,-0.6945454545454546,5,47,5
Oakleigh,17 John St,2,h,1225000.0,S,Woodards,2017-05-27,12.3,3166,2,1,2,567.0,126.0,Monash,-37.90193,145.10107,Southern Metropolitan,3224,25.2,-0.6363636363636364,5,77,5
Oakleigh East,16 Leumear St,3,h,1292000.0,S,Harcourts,2017-05-27,12.3,3166,3,1,1,716.0,126.0,Monash,-37.90295,145.11938999999995,Southern Metropolitan,2547,18.0,-0.7007125890736342,5,47,5
Oakleigh East,2/83 Patrick St,4,t,912000.0,S,Buxton,2017-05-27,12.3,3166,4,2,2,344.0,146.0,Monash,-37.90822,145.12036,Southern Metropolitan,2547,14.6,-0.40408163265306124,5,20,5
Ormond,11 Newham Gr,4,h,1565000.0,PI,Woodards,2017-05-27,11.4,3204,4,3,2,719.0,154.0,Glen Eira,-37.90087,145.03959,Southern Metropolitan,3578,14.0,-0.6471935853379153,5,97,5
Ormond,5/6 Ulupna Rd,2,u,640000.0,PI,Ray,2017-05-27,11.4,3204,2,1,1,0.0,126.0,Glen Eira,-37.90323,145.04286000000005,Southern Metropolitan,3578,25.2,1.0,5,47,5
Parkdale,5 Booth St,2,h,1270000.0,S,Barry,2017-05-27,21.5,3195,2,1,4,772.0,120.0,Kingston,-37.99482,145.08459,South-Eastern Metropolitan,5087,24.0,-0.7309417040358744,5,77,5
Parkdale,45 Eighth St,5,h,1485000.0,S,Buxton,2017-05-27,21.5,3195,5,2,2,693.0,126.0,Kingston,-37.98928,145.07798,South-Eastern Metropolitan,5087,10.5,-0.6923076923076923,5,77,5
Parkdale,20 Hawke St,4,h,1137500.0,SP,Barry,2017-05-27,21.5,3195,4,2,4,641.0,180.0,Kingston,-37.98464,145.08185,South-Eastern Metropolitan,5087,18.0,-0.561510353227771,5,37,5
Parkdale,3 Surf St,3,h,1415000.0,SP,Obrien,2017-05-27,21.5,3195,3,1,2,545.0,145.0,Kingston,-37.99827,145.07497,South-Eastern Metropolitan,5087,20.714285714285715,-0.5797101449275363,5,67,5
Parkville,301/228 The Avenue,3,u,1560000.0,PI,Nelson,2017-05-27,1.8,3052,3,2,1,2431.0,126.0,Melbourne,-37.78212,144.95755,Northern Metropolitan,2309,15.75,-0.9014470082127494,5,47,5
Pascoe Vale,4/236 Boundary Rd,2,t,530000.0,S,Raine,2017-05-27,8.5,3044,2,2,1,135.0,84.0,Moreland,-37.71628,144.93822,Northern Metropolitan,7485,14.0,-0.2328767123287671,5,47,5
Pascoe Vale,111 Derby St,3,h,876000.0,S,Nelson,2017-05-27,8.5,3044,3,1,2,525.0,146.0,Moreland,-37.72803,144.94624,Northern Metropolitan,7485,20.857142857142858,-0.5648286140089419,5,57,5
Pascoe Vale,1 Dorothy St,3,h,802000.0,S,Nelson,2017-05-27,8.5,3044,3,2,1,450.0,126.0,Moreland,-37.71872000000001,144.94871,Northern Metropolitan,7485,15.75,-0.5625,5,47,5
Pascoe Vale,1/22 Joffre Rd,3,u,736000.0,S,Nelson,2017-05-27,8.5,3044,3,1,0,278.0,116.0,Moreland,-37.71798,144.93965,Northern Metropolitan,7485,16.571428571428573,-0.41116751269035534,5,67,5
Pascoe Vale,4/21 Main St,3,t,755000.0,S,Eview,2017-05-27,8.5,3044,3,1,2,234.0,126.0,Moreland,-37.7254,144.92048,Northern Metropolitan,7485,18.0,-0.3,5,24,5
Pascoe Vale,1/43 Surrey St,2,h,478000.0,S,Nelson,2017-05-27,8.5,3044,2,1,1,0.0,73.0,Moreland,-37.72436,144.94855,Northern Metropolitan,7485,14.6,1.0,5,57,5
Pascoe Vale,308 Sussex St,2,h,650000.0,VB,Raine,2017-05-27,8.5,3044,2,1,2,605.0,126.0,Moreland,-37.71878,144.95176,Northern Metropolitan,7485,25.2,-0.655266757865937,5,47,5
Port Melbourne,31 Albert St,2,h,1335000.0,S,Cayzer,2017-05-27,3.5,3207,2,1,0,181.0,105.0,Port Phillip,-37.83661,144.93358999999995,Southern Metropolitan,8648,21.0,-0.26573426573426573,5,137,5
Port Melbourne,2/79 Pickles St,1,u,545000.0,S,Chisholm,2017-05-27,3.5,3207,1,1,1,0.0,126.0,Port Phillip,-37.84237,144.94486,Southern Metropolitan,8648,42.0,1.0,5,17,5
Prahran,5/305 Dandenong Rd,2,u,740000.0,S,Biggin,2017-05-27,4.6,3181,2,1,1,0.0,100.0,Stonnington,-37.85931,145.00616000000005,Southern Metropolitan,7717,20.0,1.0,5,77,5
Prahran,102/11 Hillingdon Pl,2,u,698000.0,S,Marshall,2017-05-27,4.6,3181,2,1,1,0.0,85.0,Stonnington,-37.85163,144.9943,Southern Metropolitan,7717,17.0,1.0,5,117,5
Prahran,20 King St,2,h,780000.0,VB,Biggin,2017-05-27,4.6,3181,2,1,0,117.0,48.0,Stonnington,-37.84998,144.99499,Southern Metropolitan,7717,9.6,-0.41818181818181815,5,117,5
Prahran,3/6 Miller St,2,t,1190000.0,S,Jellis,2017-05-27,4.6,3181,2,1,2,57.0,126.0,Stonnington,-37.84839,145.0013,Southern Metropolitan,7717,25.2,0.3770491803278688,5,47,5
Prahran,15A Percy St,2,h,1170000.0,PI,Kay,2017-05-27,4.6,3181,2,2,2,86.0,126.0,Stonnington,-37.85064000000001,144.99095,Southern Metropolitan,7717,21.0,0.18867924528301888,5,47,5
